name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership,year_made,brand,sold_date,import_date
Cerato,/used-cars/for-sale/kia/cerato/2016/s/yd-my17/3676955,16990,"200,001+",Automatic,Petrol,Sedan,2025-11-12,brisbaneautogroup,2016,Kia,,2025-11-12
Elantra,/used-cars/for-sale/hyundai/elantra/2017/sr-turbo/ad-my17/3650550,18990,"140,001 - 160,000",Automatic,Petrol,Sedan,2025-11-12,brisbaneautogroup,2017,Hyundai,,
FB,/used-cars/for-sale/holden/fb/1960/standard/fb/3671081,21990,"200,001+",Manual,Petrol,Sedan,2025-11-12,brisbaneautogroup,1960,Holden,2025-11-13,2025-11-06
WRX,/used-cars/for-sale/subaru/wrx/2016/premium/va-my17-awd/3676950,23990,"140,001 - 160,000",Automatic,Petrol,Sedan,2025-11-12,brisbaneautogroup,2016,Subaru,,2025-11-12
Camry,/used-cars/for-sale/toyota/camry/2022/ascent/axva70r/3676622,26990,"140,001 - 160,000",Automatic,Petrol,Sedan,2025-11-12,brisbaneautogroup,2022,Toyota,,2025-11-12
Camry,/used-cars/for-sale/toyota/camry/2022/ascent/axvh70r/3674621,31990,"200,001+",Automatic,Hybrid with Petrol,Sedan,2025-11-12,brisbaneautogroup,2022,Toyota,2025-11-19,2025-11-10
Falcon,/used-cars/for-sale/ford/falcon/2012/xr6-turbo/fg-mkii/3640754,32990,"140,001 - 160,000",Automatic,Petrol,Sedan,2025-11-12,brisbaneautogroup,2012,Ford,,
3,/used-cars/for-sale/bmw/3-series/2018/330i-sport-line/f30-lci/3664389,32990,"120,001 - 140,000",Automatic,Petrol,Sedan,2025-11-12,brisbaneautogroup,2018,BMW,,
ES,/used-cars/for-sale/lexus/es/2018/300h-sports-luxury/avv60r/3636967,38990,"100,001 - 120,000",Automatic,Hybrid with Petrol,Sedan,2025-11-12,brisbaneautogroup,2018,Lexus,,
,/used-cars/for-sale/mercedes-benz/e-class/2017/e350-d/w213/3624886,41990,"100,001 - 120,000",Automatic,Diesel,Sedan,2025-11-12,brisbaneautogroup,2017,Mercedes,,
Grand,/used-cars/for-sale/jeep/grand-cherokee/2013/laredo/wk-my14-4x4-constant/3630428,9990,"120,001 - 140,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2013,Jeep,2025-11-13,
X-TRAIL,/used-cars/for-sale/nissan/x-trail/2012/st/t31-series-v/3664026,10990,"80,001 - 100,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2012,Nissan,2025-11-18,
Tucson,/used-cars/for-sale/hyundai/tucson/2020/active/tl4-my20/3636966,11990,"120,001 - 140,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2020,Hyundai,,
Trax,/used-cars/for-sale/holden/trax/2016/ltz/tj-my17/3649005,11990,"120,001 - 140,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2016,Holden,,
Cherokee,/used-cars/for-sale/jeep/cherokee/2015/sport/kl-my15/3649009,11990,"120,001 - 140,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2015,Jeep,2025-11-15,
XV,/used-cars/for-sale/subaru/xv/2014/2.0i/g4x-my14-awd/3669166,11990,"160,001 - 180,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2014,Subaru,2025-11-15,2025-11-06
Santa,/used-cars/for-sale/hyundai/santa-fe/2016/elite/dm3-series-ii-my17-4x4-on-demand/3631350,12990,"200,001+",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2016,Hyundai,2025-11-19,
Trax,/used-cars/for-sale/holden/trax/2016/ls/tj-my17/3647739,12990,"140,001 - 160,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2016,Holden,,
Forester,/used-cars/for-sale/subaru/forester/2015/2.0d-s/s4-my15-awd/3671237,12990,"200,001+",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2015,Subaru,2025-11-19,2025-11-06
Sportage,/used-cars/for-sale/kia/sportage/2014/sli/sl-series-ii-my13-4x4-on-demand/3665403,13990,"140,001 - 160,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2014,Kia,,
X-TRAIL,/used-cars/for-sale/nissan/x-trail/2017/st-l/t32-series-ii/3604154,14990,"140,001 - 160,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2017,Nissan,2025-11-15,
Rover,/used-cars/for-sale/land-rover/discovery/2015/tdv6/series-4-my15-4x4-dual-range/3605742,14990,"200,001+",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2015,Land,2025-11-19,2025-11-06
RAV4,/used-cars/for-sale/toyota/rav4/2016/gx/zsa42r/3594268,16490,"140,001 - 160,000",Manual,Petrol,SUV,2025-11-12,brisbaneautogroup,2016,Toyota,2025-11-13,
Santa,/used-cars/for-sale/hyundai/santa-fe/2014/elite/dm-my14-4x4-on-demand/3625073,16990,"120,001 - 140,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2014,Hyundai,2025-11-19,
ASX,/used-cars/for-sale/mitsubishi/asx/2017/ls/xc-my18/3629199,16990,"100,001 - 120,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2017,Mitsubishi,,
Outlander,/used-cars/for-sale/mitsubishi/outlander/2016/ls/zk-my16/3644191,16990,"100,001 - 120,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2016,Mitsubishi,2025-11-13,
Acadia,/used-cars/for-sale/holden/acadia/2018/lt/ac-my19/3664025,16990,"140,001 - 160,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2018,Holden,2025-11-14,
XV,/used-cars/for-sale/subaru/xv/2016/2.0i-s/g4x-my16-awd/3645003,17490,"100,001 - 120,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2016,Subaru,2025-11-19,
ZS,/used-cars/for-sale/mg/zs/2023/excite/azs1-my23/3657423,17490,"40,001 - 60,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2023,MG,,
ZS,/used-cars/for-sale/mg/zs/2023/excite/azs1-my23/3657426,17490,"40,001 - 60,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2023,MG,,
ASX,/used-cars/for-sale/mitsubishi/asx/2017/ls/xc-my17/3625074,17990,"100,001 - 120,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2017,Mitsubishi,2025-11-19,
CR-V,/used-cars/for-sale/honda/cr-v/2017/vti/rw-my18/3639558,17990,"140,001 - 160,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2017,Honda,2025-11-19,
Colorado,/used-cars/for-sale/holden/colorado-7/2015/lt/rg-my16-4x4-dual-range/3643406,17990,"180,001 - 200,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2015,Holden,2025-11-19,
CR-V,/used-cars/for-sale/honda/cr-v/2015/limited-edition/rm-series-ii-my17-4x4-on-demand/3664421,17990,"120,001 - 140,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2015,Honda,,
Colorado,/used-cars/for-sale/holden/colorado-7/2015/lt/rg-my16-4x4-dual-range/3636960,18990,"180,001 - 200,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2015,Holden,,
Korando,/used-cars/for-sale/ssangyong/korando/2019/ultimate-le/c300-my20-awd/3656715,19990,"20,001 - 40,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2019,SsangYong,,
Amarok,/used-cars/for-sale/volkswagen/amarok/2017/tdi550-highline/2h-my17-4x4-constant/3597834,21490,"180,001 - 200,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2017,Volkswagen,2025-11-18,
Grand,/used-cars/for-sale/jeep/grand-cherokee/2020/night-eagle/wk-my20-4x4-dual-range/3596713,21990,"140,001 - 160,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2020,Jeep,2025-11-19,
Rover,/used-cars/for-sale/land-rover/discovery/2014/tdv6/series-4-my15-4x4-dual-range/3604153,21990,"160,001 - 180,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2014,Land,2025-11-19,
,/used-cars/for-sale/mercedes-benz/gla-class/2015/gla250/x156-four-wheel-drive/3644853,21990,"80,001 - 100,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2015,Mercedes,,
,/used-cars/for-sale/mercedes-benz/m-class/2013/ml350-bluetec/w166-4x4-constant/3645001,21990,"80,001 - 100,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2013,Mercedes,,
Ranger,/used-cars/for-sale/ford/ranger/2016/xlt/px-mkii-4x4-dual-range/3669864,21990,"200,001+",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2016,Ford,,2025-11-06
Kona,/used-cars/for-sale/hyundai/kona/2020/active/os.v4-my21/3676613,21990,"40,001 - 60,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2020,Hyundai,,2025-11-12
Ranger,/used-cars/for-sale/ford/ranger/2016/xls/px-mkii-4x4-dual-range/3676617,21990,"200,001+",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2016,Ford,,2025-11-12
Colorado,/used-cars/for-sale/holden/colorado/2015/ls-x/rg-my16-4x4-dual-range/3636957,22990,"160,001 - 180,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2015,Holden,2025-11-19,
Kluger,/used-cars/for-sale/toyota/kluger/2015/gx/gsu50r/3674393,22990,"140,001 - 160,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2015,Toyota,,2025-11-10
D90,/used-cars/for-sale/ldv/d90/2018/deluxe/sv9a/3585267,23990,"60,001 - 80,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2018,LDV,2025-11-13,
Landcruiser,/used-cars/for-sale/toyota/landcruiser/2002/gxl/fzj105r-4x4-constant/3605735,23990,"200,001+",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2002,Toyota,,
Ranger,/used-cars/for-sale/ford/ranger/2016/xlt/px-mkii-4x4-dual-range/3605738,23990,"160,001 - 180,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2016,Ford,2025-11-14,
BT-50,/used-cars/for-sale/mazda/bt-50/2015/xtr/up-4x4-dual-range/3647910,23990,"180,001 - 200,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2015,Mazda,2025-11-19,
A4,/used-cars/for-sale/audi/a4/2019/allroad-45-tfsi/b9-my19-4x4-on-demand/3638510,25990,"120,001 - 140,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2019,Audi,,
FJ,/used-cars/for-sale/toyota/fj-cruiser/2012/gsj15r-4x4-dual-range/3644028,25990,"200,001+",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2012,Toyota,,
T60,/used-cars/for-sale/ldv/t60/2022/max-pro/sk8c-4x4-dual-range/3615635,26490,"60,001 - 80,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2022,LDV,2025-11-19,
Navara,/used-cars/for-sale/nissan/navara/2019/rx/d23-series-3-4x4-dual-range/3656662,26990,"80,001 - 100,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2019,Nissan,2025-11-14,
C-HR,/used-cars/for-sale/toyota/c-hr/2021/gxl/ngx10r/3669165,26990,"80,001 - 100,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2021,Toyota,,2025-11-06
Outback,/used-cars/for-sale/subaru/outback/2021/awd/6gen-my21-awd/3671236,26990,"120,001 - 140,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2021,Subaru,2025-11-19,2025-11-06
C-HR,/used-cars/for-sale/toyota/c-hr/2019/koba/ngx10r/3602378,27990,"20,001 - 40,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2019,Toyota,2025-11-16,
Ranger,/used-cars/for-sale/ford/ranger/2018/raptor/px-mkiii-my19-4x4-dual-range/3605736,27990,"200,001+",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2018,Ford,2025-11-19,
D90,/used-cars/for-sale/ldv/d90/2023/sv9a/3671233,27990,"20,001 - 40,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2023,LDV,,2025-11-06
Patrol,/used-cars/for-sale/nissan/patrol/2011/dx/gu-6-series-ii-4x4-dual-range/3660996,28990,"80,001 - 100,000",Manual,Diesel,SUV,2025-11-12,brisbaneautogroup,2011,Nissan,,
Tucson,/used-cars/for-sale/hyundai/tucson/2022/n-line/nx4.v2-my23/3635088,29990,"60,001 - 80,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2022,Hyundai,2025-11-19,
Ranger,/used-cars/for-sale/ford/ranger/2016/wildtrak/px-mkii-4x4-dual-range/3647006,29990,"160,001 - 180,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2016,Ford,,
Outlander,/used-cars/for-sale/mitsubishi/outlander/2022/ls/zm-my22.5-awd/3602892,31990,"40,001 - 60,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2022,Mitsubishi,,2025-11-06
Ute,/used-cars/for-sale/gwm/ute/2022/cannon-x/npw-4x4/3674392,31990,"0 - 20,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2022,GWM,2025-11-16,2025-11-10
X4,/used-cars/for-sale/bmw/x4/2019/xdrive30i-m-sport/g02-4x4-constant/3572551,33990,"120,001 - 140,000",Automatic,Petrol,SUV,2025-11-12,brisbaneautogroup,2019,BMW,2025-11-19,
Pajero,/used-cars/for-sale/mitsubishi/pajero-sport/2018/black-edition/qe-my19-4x4-dual-range/3656663,34990,"80,001 - 100,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2018,Mitsubishi,2025-11-13,
Landcruiser,/used-cars/for-sale/toyota/landcruiser/2017/workmate/vdj79r-4x4-dual-range/3647741,54990,"180,001 - 200,000",Manual,Diesel,SUV,2025-11-12,brisbaneautogroup,2017,Toyota,,
Landcruiser,/used-cars/for-sale/toyota/landcruiser-prado/2021/gxl/gdj150r-4x4-dual-range/3576737,56990,"80,001 - 100,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2021,Toyota,2025-11-19,
Landcruiser,/used-cars/for-sale/toyota/landcruiser-prado/2022/gxl/gdj150r-4x4-dual-range/3570185,59990,"80,001 - 100,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2022,Toyota,2025-11-18,
RX,/used-cars/for-sale/lexus/rx/2021/450h-luxury/gyl25r-4x4-on-demand/3663967,61990,"60,001 - 80,000",Automatic,Hybrid with Petrol,SUV,2025-11-12,brisbaneautogroup,2021,Lexus,,
Q8,/used-cars/for-sale/audi/q8/2020/50-tdi/f1-my20-four-wheel-drive/3643405,68990,"80,001 - 100,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2020,Audi,,
Landcruiser,/used-cars/for-sale/toyota/landcruiser/2022/sahara/fja300r-4x4-dual-range/3549579,121990,"40,001 - 60,000",Automatic,Diesel,SUV,2025-11-12,brisbaneautogroup,2022,Toyota,,
Ute,/used-cars/for-sale/holden/ute/2013/vf-my14/3645002,16490,"120,001 - 140,000",Automatic,Petrol,Ute,2025-11-12,brisbaneautogroup,2013,Holden,,
Hilux,/used-cars/for-sale/toyota/hilux/2018/workmate/tgn121r-4x2/3676057,21990,"120,001 - 140,000",Manual,Petrol,Ute,2025-11-12,brisbaneautogroup,2018,Toyota,,2025-11-12
Navara,/used-cars/for-sale/nissan/navara/2015/st-x/d23-4x2/3649165,23990,"140,001 - 160,000",Automatic,Diesel,Ute,2025-11-12,brisbaneautogroup,2015,Nissan,,
,/used-cars/for-sale/mercedes-benz/vito/2017/116bluetec/447/3649004,26990,"120,001 - 140,000",Automatic,Diesel,Van,2025-11-12,brisbaneautogroup,2017,Mercedes,2025-11-15,
Deliver,/used-cars/for-sale/ldv/deliver-9/2021/3604151,27490,"80,001 - 100,000",Automatic,Diesel,Van,2025-11-12,brisbaneautogroup,2021,LDV,2025-11-19,
Carnival,/used-cars/for-sale/kia/carnival/2015/s/yp-my15/3630434,19990,"120,001 - 140,000",Automatic,Petrol,Wagon,2025-11-12,brisbaneautogroup,2015,Kia,,
,/used-cars/for-sale/mercedes-benz/valente/2017/116bluetec/447/3676619,29990,"20,001 - 40,000",Automatic,Diesel,Wagon,2025-11-12,brisbaneautogroup,2017,Mercedes,,2025-11-12
Steed,https://www.cars24.com.au/buy-used-gwm-steed-car-19663100068736/,15390,"60,001 - 80,000",Manual,Diesel,Cab Chassis,2025-11-12,cars24,2021,GWM,,
Triton,https://www.cars24.com.au/buy-used-mitsubishi-triton-car-19387137716992/,33190,"40,001 - 60,000",Manual,Diesel,Cab Chassis,2025-11-12,cars24,2021,Mitsubishi,2025-11-18,
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-19869781099328/,20290,"60,001 - 80,000",Automatic,Petrol,Coupe,2025-11-12,cars24,2023,Renault,,2025-11-06
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-19925739756544/,22190,"40,001 - 60,000",Automatic,Petrol,Coupe,2025-11-12,cars24,2023,Renault,,2025-11-12
Arkana,https://www.cars24.com.au/buy-used-renault-arkana-car-18519629992832/,20995,"40,001 - 60,000",Automatic,Petrol,Coupe,2025-11-12,cars24,2022,Renault,,
3,https://www.cars24.com.au/buy-used-mazda-3-car-19888594290048/,30090,"60,001 - 80,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2024,Mazda,,
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19240737480384/,25690,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2019,Volkswagen,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19630613717120/,16790,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2016,Toyota,,2025-11-06
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19869711860224/,13890,"20,001 - 40,000",Automatic,Diesel,Hatchback,2025-11-12,cars24,2016,Hyundai,,2025-11-10
Polo,https://www.cars24.com.au/buy-used-volkswagen-polo-car-18566072769024/,14990,"0 - 20,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2015,Volkswagen,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19715137712128/,24290,"120,001 - 140,000",Automatic,Hybrid,Hatchback,2025-11-12,cars24,2019,Toyota,,2025-11-06
Puma,https://www.cars24.com.au/buy-used-ford-puma-car-18824554833600/,22990,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2022,Ford,,
Mg4,https://www.cars24.com.au/buy-used-mg-mg4-car-19561486096000/,28090,"60,001 - 80,000",Automatic,Electric,Hatchback,2025-11-12,cars24,2023,MG,,
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19561372344128/,33790,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2022,Hyundai,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19711212668736/,22790,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2019,Toyota,,
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-18700042448192/,20190,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2020,Kia,,
3,https://www.cars24.com.au/buy-used-mazda-3-car-19889932666304/,31590,"20,001 - 40,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2023,Mazda,,
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19244276161088/,21690,"0 - 20,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2017,Hyundai,,
Yaris,https://www.cars24.com.au/buy-used-toyota-yaris-car-19324339417152/,23390,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2022,Toyota,,
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-19390205194560/,33390,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2023,Hyundai,,
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19368973321472/,15490,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2022,MG,,
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19414680310400/,17390,"140,001 - 160,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2019,Volkswagen,,
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19631890359744/,25890,"0 - 20,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2020,Volkswagen,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414030516416/,27690,"60,001 - 80,000",Automatic,Hybrid,Hatchback,2025-11-12,cars24,2021,Toyota,,
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-18791250270272/,20490,"20,001 - 40,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2015,Volkswagen,,
Impreza,https://www.cars24.com.au/buy-used-subaru-impreza-car-19110386401856/,18090,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2017,Subaru,,
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-hybrid+-car-19506164816064/,24490,"60,001 - 80,000",Automatic,Hybrid,Hatchback,2025-11-12,cars24,2024,MG,,
i30,https://www.cars24.com.au/buy-used-hyundai-i30-car-18511273944448/,21195,"20,001 - 40,000",Manual,Petrol,Hatchback,2025-11-12,cars24,2021,Hyundai,,
2,https://www.cars24.com.au/buy-used-mazda-2-car-19797753245056/,23090,"60,001 - 80,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2024,Mazda,,
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19715401371456/,27790,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2021,Kia,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19179883896384/,21390,"120,001 - 140,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2019,Toyota,,
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19337481175168/,19090,"100,001 - 120,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2019,Kia,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414061518912/,26590,"40,001 - 60,000",Automatic,Hybrid,Hatchback,2025-11-12,cars24,2022,Toyota,,
Scala,https://www.cars24.com.au/buy-used-skoda-scala-car-18939570466368/,20395,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2021,SKODA,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19874866562880/,31990,"40,001 - 60,000",Automatic,Hybrid,Hatchback,2025-11-12,cars24,2024,Toyota,2025-11-19,2025-11-12
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19936569000064/,30790,"80,001 - 100,000",Automatic,Hybrid,Hatchback,2025-11-12,cars24,2020,Toyota,,2025-11-12
1,https://www.cars24.com.au/buy-used-bmw-1-car-18519133098432/,26190,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2019,BMW,,
Golf,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19786853699264/,18590,"60,001 - 80,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2016,Volkswagen,,
3,https://www.cars24.com.au/buy-used-mazda-3-car-19937102464384/,19190,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2018,Mazda,,
3,https://www.cars24.com.au/buy-used-mazda-3-car-19868526183232/,24390,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2020,Mazda,2025-11-15,
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19222807250496/,14790,"60,001 - 80,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2022,MG,2025-11-13,
Baleno,https://www.cars24.com.au/buy-used-suzuki-baleno-car-18623743184256/,16990,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2022,Suzuki,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19630753571648/,20090,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2020,Toyota,2025-11-14,
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19176806876736/,16390,"100,001 - 120,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2023,MG,2025-11-13,
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19085614740672/,24290,"20,001 - 40,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2022,Kia,2025-11-13,
2,https://www.cars24.com.au/buy-used-mazda-2-car-19787090668480/,21890,"60,001 - 80,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2023,Mazda,2025-11-19,
Mg3,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19075155957632/,15390,"40,001 - 60,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2023,MG,,
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19434319524800/,18790,"120,001 - 140,000",Automatic,Petrol,Hatchback,2025-11-12,cars24,2018,Kia,2025-11-18,2025-11-06
Arteon,https://www.cars24.com.au/buy-used-volkswagen-arteon-car-19266415298304/,30890,"60,001 - 80,000",Automatic,Petrol,Sedan,2025-11-12,cars24,2018,Volkswagen,,
Mg5,https://www.cars24.com.au/buy-used-mg-mg5-car-18927305213248/,21295,"40,001 - 60,000",Automatic,Petrol,Sedan,2025-11-12,cars24,2023,MG,,
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19786932210112/,19590,"40,001 - 60,000",Automatic,Petrol,Sedan,2025-11-12,cars24,2018,Kia,,
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19375692988800/,26390,"20,001 - 40,000",Automatic,Hybrid,Sedan,2025-11-12,cars24,2020,Toyota,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19791497579200/,25790,"0 - 20,000",Automatic,Petrol,Sedan,2025-11-12,cars24,2023,Toyota,,
Commodore,https://www.cars24.com.au/buy-used-holden-commodore-car-19869192028544/,17490,"120,001 - 140,000",Automatic,Petrol,Sedan,2025-11-12,cars24,2018,Holden,,2025-11-08
Insignia,https://www.cars24.com.au/buy-used-holden-insignia-car-19786972048064/,15590,"40,001 - 60,000",Automatic,Petrol,Sedan,2025-11-12,cars24,2015,Holden,,2025-11-12
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19791424695744/,27990,"60,001 - 80,000",Automatic,Hybrid,Sedan,2025-11-12,cars24,2023,Toyota,,2025-11-06
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-18769229090688/,23090,"40,001 - 60,000",Automatic,Petrol,Sedan,2025-11-12,cars24,2021,Toyota,,
Cerato,https://www.cars24.com.au/buy-used-kia-cerato-car-19165253928192/,22090,"40,001 - 60,000",Automatic,Petrol,Sedan,2025-11-12,cars24,2023,Kia,,
Model,https://www.cars24.com.au/buy-used-tesla-model-3-car-17207799625856/,37199,"40,001 - 60,000",Automatic,Electric,Sedan,2025-11-12,cars24,2022,Tesla,,
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19553268405824/,32390,"20,001 - 40,000",Automatic,Hybrid,Sedan,2025-11-12,cars24,2022,Toyota,,2025-11-06
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414822978176/,26190,"0 - 20,000",Automatic,Hybrid,Sedan,2025-11-12,cars24,2021,Toyota,,
Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19549841677696/,26590,"40,001 - 60,000",Automatic,Hybrid,Sedan,2025-11-12,cars24,2022,Toyota,,
Camry,https://www.cars24.com.au/buy-used-toyota-camry-car-19553080578368/,27090,"40,001 - 60,000",Automatic,Petrol,Sedan,2025-11-12,cars24,2022,Toyota,,
